Platform	Author	Publish Time	URL	Content	Thumbnail	Metrics
Twitter	Hasan Patel 	published on 09/23/20 at 12:15 PM	http://twitter.com/CorbynistaTeen/status/1308802142837317635	It’s not “NHS Test and Trace” It’s Serco Test and Trace It’s Deloitte Test and Trace It’s G4S Test and Trace It’s Randox Test and Trace It’s Sodexo Test and Trace Still not worried about a privatised NHS?		"723Retweets
1.9KTwitter Likes
64.2KTwitter Followers"
Twitter	Jason Hickel	published on 09/23/20 at 3:30 AM	http://twitter.com/jasonhickel/status/1308669932977168384	"Boris Johnson keeps calling it the ""NHS test and trace system"", hoping this will prevent people from criticizing it. But in reality it is the Deloitte and Serco test and trace system, and it is a failure."		"733Retweets
1.8KTwitter Likes
85.1KTwitter Followers"
Twitter	Dr. Dípò Awójídé	published on 09/16/20 at 2:11 PM	http://twitter.com/OgbeniDipo/status/1306294627415228424	This is a good time to remind some of you that you have what it takes to get into Deloitte, KPMG, PwC, Accenture or IBM. These companies offer fantastic career opportunities. You need to dig deeper, improve your personal brand, and develop the mindset and mentality of a winner!		"452Retweets
2KTwitter Likes
668.4KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/16/20 at 6:37 AM	http://twitter.com/2muchAkanni/status/1306180457302720512	No 97 Allen Avenue Ikeja Lagos Nkechi Blessing is calling for iCONS in Ikeja!!!! Please 150k airtime on ground!!!! Any icon with new and registered sims around IKEJA and it’s environment should go please!!! For ICONS only. Crash Deloitte! #VOTELayconToFinal #BBNaija		"517Retweets
1.9KTwitter Likes
17.6KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/15/20 at 2:39 PM	http://twitter.com/2muchAkanni/status/1305939324274380801	Dear Twitter ICONs, Your fellow ICONs Fmaily on FACEBOOK needs ur help. Many of them have been voting wrongly & at this point we can’t ignore them or leave them to it. If you’re not too busy pls let’s storm MARK app & educate our people. Crash Deloitte! #VOTELayconToFinal		"437Retweets
2KTwitter Likes
15.7KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/16/20 at 9:33 AM	http://twitter.com/2muchAkanni/status/1306224766639104000	We are not leaving any stone unturned. Don’t get it twisted, this is Laycon’s @itsLaycon. If you’re around Tejuoso Market in Yaba, kindly locate Mama Tega’s store and turn up for massive votin Apply pressure & Crash Deloitte!  VOTE Laycon to 32052 #VOTELayconToFinal pic.twitter.com/I0tcjGnvvg	http://twitter.com/2muchAkanni/status/1306224766639104000	"544Retweets
1.9KTwitter Likes
18KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/14/20 at 9:33 PM	http://twitter.com/2muchAkanni/status/1305681142713122822	Midnight crew, where are thou..? Crash Deloitte!  #VOTELayconToFinal #BBNaija		"351Retweets
2KTwitter Likes
15.2KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/14/20 at 5:56 PM	http://twitter.com/2muchAkanni/status/1305626548305891329	If you’re a true iCON and you live in Benue State, MAKURDI precisely and your axis fall within the following area High level, wurukum and wadata. Kindly send @Knely_StL a DM now.  MAKURDI only please! Crash Deloitte. #VOTELayconToFinal #BBNaija		"512Retweets
1.9KTwitter Likes
15KTwitter Followers"
Twitter	Extra	published on 09/18/20 at 4:29 AM	http://twitter.com/richard_leads/status/1306873049988427779	Let me test run something........who's ready to shut down deloitte for nengi next week.... #UltimateNengi #BBNaija pic.twitter.com/kustDrLe7j	http://twitter.com/richard_leads/status/1306873049988427779	"441Retweets
1.9KTwitter Likes
3.6KTwitter Followers"
Twitter	LAYCON STAN. Naija FOOD	published on 09/22/20 at 7:27 PM	http://twitter.com/NaijaMadeFood/status/1308548563639697414	Icons X Fierce ....Let’s crash Deloitte prior to Sunday....Vote fiercely on all platforms #VOTELayconNow #bbnaija		"271Retweets
2.1KTwitter Likes
24.4KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/14/20 at 6:49 PM	http://twitter.com/2muchAkanni/status/1305639874691772417	Federal Capital Territory (ABUJA) ICONs, please link up with Queen Tatti @Tatianaluka1 and Queen Evie @that_blacc_girl. Kindly send them a DM NOW! ABUJA! Crash Deloitte! #VOTELayconToFinal #BBNaija		"508Retweets
1.7KTwitter Likes
15.2KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/14/20 at 6:58 PM	http://twitter.com/2muchAkanni/status/1305642070191861760	To ICONs in PH. Kindly send DM to @queentess3 Now! There’s so much to do already. Crash Deloitte! #VOTELayconToFinal #BBNaija		"473Retweets
1.7KTwitter Likes
15.1KTwitter Followers"
Twitter	Swiss Ramble	published on 09/02/20 at 2:43 AM	http://twitter.com/SwissRamble/status/1301048098140106752	Deloitte’s annual Football Money League has become essential reading, but it only ranks the world’s leading football clubs by revenue. The following thread adds details for expenses, profits and balance sheet for an “enhanced” version of the money league.		"466Retweets
1.7KTwitter Likes
157.3KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/15/20 at 7:30 AM	http://twitter.com/2muchAkanni/status/1305831404631216128	A True ICON that lives in Niger State please DM Hannah @Hannah10318561 Now! Very urgent please. Crash Deloitte! #VOTELayconToFinal #BBNaija		"373Retweets
1.7KTwitter Likes
15.2KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/17/20 at 8:32 AM	http://twitter.com/2muchAkanni/status/1306571782196006912	OSUN STATE, Please if you’re in Osun Star and you based in Osogbo, kindly join @kingbaddo at Osun Mall (Old Fakunle School) with Fmr Commissioner for Information and Strategy of State of Osun, Honorable Sunday Akere Now! Time no dey please. Crash Deloitte! #VOTELayconToFinal pic.twitter.com/M04cgsheFK	http://twitter.com/2muchAkanni/status/1306571782196006912	"428Retweets
1.6KTwitter Likes
18.5KTwitter Followers"
Twitter	KIDDRICA'S FAMILY LAWYER	published on 09/07/20 at 4:17 AM	http://twitter.com/tewannyong/status/1302883721641709568	Elites are not doing Audio Money o Jeeeez! i wonder how much we've given to Deloitte already! At this point all i can say is thank God Erica got Evited, Our girl can't be walking on eggshells in a house we literally paid for. We what? Move!!! #StarGirlErica #EricaGoFundMe pic.twitter.com/8qcqKYx77n	http://twitter.com/tewannyong/status/1302883721641709568	"255Retweets
1.7KTwitter Likes
8KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/17/20 at 11:39 AM	http://twitter.com/2muchAkanni/status/1306618773923934209	Apply pressure VOTING. VOTE nonstop till 10:PM. Set your own record. Be the first to do it. Crash the poll site. Attack! Attack!! Attack!!! ————-> Crash Deloitte #VOTELayconToFinal		"342Retweets
1.6KTwitter Likes
18.7KTwitter Followers"
Twitter	Ayoyimika; Sisi Oni Kilishi	published on 09/16/20 at 11:18 AM	http://twitter.com/_yinxx_/status/1306251192390090753	If you’re an #Icon and you stay in Ojodu. Please message me. We have work to do. Operation crash Deloitte!!! @2muchAkanni @itsLaycon #LayconGoingNowhere #VoteLayconToFinals		"278Retweets
1.6KTwitter Likes
3.4KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/16/20 at 11:47 AM	http://twitter.com/2muchAkanni/status/1306258436032790531	Tho this particular car is not in the bag but we are definitely getting you the Grand Prize which is the Ultimate Prize. Just hang in there Laycon @itsLaycon, we are almost there. This is our Motivation. Continue voting aggressively. Crash Deloitte! #VoteLayconToFinal pic.twitter.com/MAR3wwNTD2	http://twitter.com/2muchAkanni/status/1306258436032790531	"316Retweets
1.6KTwitter Likes
16KTwitter Followers"
Twitter	The Jewel On Thin Ice	published on 09/16/20 at 10:13 AM	http://twitter.com/jewel_thin/status/1306234858558160896	Why does the BBC News never really mention Serco, Deloitte or other companies being responsible for the Pillar 2 Testing - where there are serious issues? They call it NHS Test and Trace. But we know that the Pillar 1 testing that the NHS does is very efficient.		"685Retweets
1.1KTwitter Likes
4.3KTwitter Followers"
Twitter	Dr Philippa Whitford	published on 09/09/20 at 8:14 AM	http://twitter.com/Dr_PhilippaW/status/1303668037845950466	It is a cheek to use ‘NHS’ branding for England’s #COVID19 Test & Trace, when Test part is run by Deloitte and Tracing by SERCO!		"719Retweets
1.1KTwitter Likes
33.8KTwitter Followers"
Twitter	Marilyn	published on 09/16/20 at 11:11 PM	http://twitter.com/MarilynBeing/status/1306430618289541120	Icons Wake up and Crash Deloitte!!!! We will sleep after 10pm today. #Bbnaija #LayconGoingNowhere #VOTELayconToFinal		"267Retweets
1.6KTwitter Likes
2.4KTwitter Followers"
Twitter	Nengi's Natural hair	published on 09/05/20 at 7:25 PM	http://twitter.com/lu_icina/status/1302387292506591234	And, that is how Erica just crowned Laycon the winner of #BBNaija The way people will go all out for Laycon, Deloitte will catch fire #BBNajia pic.twitter.com/Rx01ySsoJz	http://twitter.com/lu_icina/status/1302387292506591234	"264Retweets
1.5KTwitter Likes
990Twitter Followers"
Twitter	Akanni Of Lagos 	published on 09/14/20 at 9:04 PM	http://twitter.com/2muchAkanni/status/1305673808754487297	From Kumasi to Accra. Please if you’re an ICON and you live in GHANA , especially Accra, Kumasi, Temale, Cape Coast and HO kindly DM Abi @abiamek Now! Crash Deloitte! #VOTELayconToFinal #BBNaija		"358Retweets
1.3KTwitter Likes
15KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/15/20 at 6:37 PM	http://twitter.com/2muchAkanni/status/1305999316553814023	If you’re an ICON and you live Close to Oshodi, Mushin and Agege. Please send @frekesimple1 a DM Now! Thank you. Crash Deloitte! #VoteLayconToFinal #BBNaija		"287Retweets
1.4KTwitter Likes
15.5KTwitter Followers"
Twitter	Sarah Ludford pro-European	published on 09/20/20 at 10:02 AM	http://twitter.com/SarahLudford/status/1307681612948275200	By using the term ‘my team’, Hancock no doubt wants to perpetuate the untrue notion of ‘test & trace’ as an NHS brand, when in fact Dido Harding’s outfit is ‘Serco, Deloitte & 29 subcontractors’ twitter.com/Haggis_UK/stat…		"609Retweets
1KTwitter Likes
21.8KTwitter Followers"
Twitter	Evie	published on 09/16/20 at 2:44 AM	http://twitter.com/that_blacc_girl/status/1306121662279057408	Not a pinch of vote for Laycon has entered Deloitte for over 5hrs now My people no gree wake up do night voting Day has break, they are still sleeping  Na like this we go dey? The few people awake, please SMS VOTE Laycon to 32052 #BBNaija pic.twitter.com/ewEbjllL16	http://twitter.com/that_blacc_girl/status/1306121662279057408	"268Retweets
1.3KTwitter Likes
7.1KTwitter Followers"
Twitter	Carole Cadwalladr	published on 09/10/20 at 3:23 AM	http://twitter.com/carolecadwalla/status/1303957299816534016	This remember is a proposal from a team that after months has still failed to deliver a functioning ‘test & trace’ system. That too has Deloitte at its heart. And it doesn’t work. But still. Chuck another £100 billion at it. pic.twitter.com/z9ai58przY	http://twitter.com/carolecadwalla/status/1303957299816534016	"481Retweets
1.1KTwitter Likes
560KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/17/20 at 7:39 AM	http://twitter.com/2muchAkanni/status/1306558513381076995	ICONs in OGUN State.  Abeokuta, Ijebu, Yewa, Shagamu and Ikenne Please link up with my brother from another mother DJ Frisky @friskyblaq10 now. Time no dey. Crash Deloitte! #VOTELayconToFinal		"291Retweets
1.3KTwitter Likes
18.2KTwitter Followers"
Twitter	Terrestrial Forces 	published on 08/31/20 at 3:52 PM	http://twitter.com/Terrestrialforc/status/1300521975425753088	Deloitte will wish they never opened Voting lines this week cause its gon be bloody. Ninjas ATTACK the polls  #BBNaija		"272Retweets
1.3KTwitter Likes
13.4KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/17/20 at 12:07 PM	http://twitter.com/2muchAkanni/status/1306625772824784896	ICONs In IKORODU where are thou..? Go to Eruwen Junction at Alabukun Filling Station. Match down to the place now, if you see anyone that want to reap ya off KNACK am something. Create your own story. Set your own record. Crash Deloitte! #VOTELayconToFinal pic.twitter.com/kNDinE1k2J	http://twitter.com/2muchAkanni/status/1306625772824784896	"274Retweets
1.3KTwitter Likes
18.5KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/17/20 at 2:48 PM	http://twitter.com/2muchAkanni/status/1306666287783981056	ICONs On Twitter, we have sms challenge by 8PM here on Twitter. Give Laycon @itsLaycon minimum of 10 sms votes. Watermark it with you name and the time on your screenshots must be 8:PM with today’s date. The time must be 8:PM upward. Crash Deloitte		"245Retweets
1.3KTwitter Likes
16.7KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/16/20 at 6:04 AM	http://twitter.com/2muchAkanni/status/1306172178908487680	If you’re using AIRTEL to VOTE Laycon to 32052, please note that u MUST activate d confirmation message of Betway by Texting; 1 to 55999. If u don’t do this even if they deduct ur money, ur VOTE won’t count! Pls tell others, this important. Crash Deloitte! #VOTELayconToFinal pic.twitter.com/ZqKvF4nIOp	http://twitter.com/2muchAkanni/status/1306172178908487680	"492Retweets
993Twitter Likes
21.2KTwitter Followers"
Twitter	LAYCON'S UNCLE 	published on 09/14/20 at 3:51 PM	http://twitter.com/gideon_adedapo/status/1305594918501527554	ICONs, This is our motto: GO HARD OR GO HOME!! Let's crash deloitte system this week. @itsLaycon is made for the finals. Aint by miracle but by you and I votes. Leggo... VOTE Laycon to 32052.+ #VOTELayconToFinal #BBNaija pic.twitter.com/B9K56LYMZ1	http://twitter.com/gideon_adedapo/status/1305594918501527554	"279Retweets
1.1KTwitter Likes
2KTwitter Followers"
Twitter	LAYCON'S UNCLE 	published on 09/17/20 at 1:48 AM	http://twitter.com/gideon_adedapo/status/1306469936563453952	ICONs, Push that Votes for @itsLaycon , Puuuush the votes for Laycon, Apply pressure, hit it hard, Vote it in the deloitte system like a juggernaut, crash it, cause their system glitches, Push in the votes for Laycon oh, do not be distracted. #VOTELayconToFinal #bbnaija		"218Retweets
1.2KTwitter Likes
2.1KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/17/20 at 5:54 AM	http://twitter.com/2muchAkanni/status/1306531919040057351	ICONs, If you’re a true ICON and you live in Ekiti State, especially places like Ado, OYE, Ijero, Ikere Ekiti, Ifaki, and Aramoko please link up with MANI @Intru_dah by sending her a DM now.. We have 11 hrs to go, time no dey. Crash Deloitte! #VoteLayconToFinal #BBNaija		"309Retweets
1.1KTwitter Likes
16KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/15/20 at 5:03 PM	http://twitter.com/2muchAkanni/status/1305975438733385731	Accept the challenge. Move the your knight ♟, its 10:PM already. Minimum of 20 SMS. Watermark it with your name and drop proofs in the comment section. 10: PM upward. Use the hashtag #VoteLayconToFinal. And Crash Deloitte. Thank you.		"263Retweets
1.1KTwitter Likes
18KTwitter Followers"
Twitter	Ugochukwu George	published on 08/29/20 at 8:09 PM	http://twitter.com/Ugonnaya26/status/1299861740423966721	@Ebuka @Ebuka, please I beg you in the name God, Okija gods, Anambra representatives and all Igbos and Ozo's fans worldwide. Please break Ozo free... Please, I beg you Ebuka. Please, I'm on my knees. , deliver Ozo and we would make sure both Deloitte and Biggie enjoys our money.		"77Retweets
1.3KTwitter Likes
242Twitter Followers"
Twitter	Prof. Colin Talbot	published on 09/15/20 at 5:14 PM	http://twitter.com/colinrtalbot/status/1305978214880337928	Its not that hard: Use primary care to carry out swabs tests Use the many laboratories in Universities, charities, pharma companies etc to process them Use local Public Health to trace Provide proper support for isolating And dump SERCO, DELOITTE and the others		"434Retweets
907Twitter Likes
15.5KTwitter Followers"
Twitter		published on 09/14/20 at 2:20 PM	http://twitter.com/thefunkeoguns/status/1305572246166138880	Fans of Laycon (The icons) now is the the time #LayconNeedsYou the most, we shouldn't let him down. Once it 10pm we meuvveee, no sharing of votes. Let's not be too overconfident, this is not a one lap race it a marathon. Deloitte has to crash #BeLikeLaycon #BBNaija pic.twitter.com/yfwdXvu3Db	http://twitter.com/thefunkeoguns/status/1305572246166138880	"260Retweets
1KTwitter Likes
2.4KTwitter Followers"
Twitter	VOTE Laycon to 32052  #BBNaija	published on 09/14/20 at 3:37 PM	http://twitter.com/VOTELaycon/status/1305591629286379527	ICONS!!!!! ARE YOU READY TO CRASH DELOITTE FOR THE 8TH TIME IN A ROW????!!!!! THE GOAL IS ATLEAST 50%! ONCE ITS 10PM, WE WHAT? WE FUCCKKINNGG MEEEEUUUUVVVVVEEEE!!!  Neo and Vee #BeLikeLaycon #BBNaija		"254Retweets
1KTwitter Likes
373Twitter Followers"
Twitter	Akanni Of Lagos 	published on 09/17/20 at 3:09 PM	http://twitter.com/2muchAkanni/status/1306671679058436096	Energy to the mountain top.  Challenge Accepted! Drop your own proof. Crash Deloitte. pic.twitter.com/r5OQnFTCFC	http://twitter.com/2muchAkanni/status/1306671679058436096	"173Retweets
1.1KTwitter Likes
16.6KTwitter Followers"
Twitter	Nengi Nengs	published on 09/18/20 at 2:51 AM	http://twitter.com/ShameemOskie/status/1306848244337725440	I had a dream... NENGI was screaming, jumping and hugging OZO.. She was really happy... Ebuka was there with a short man besides him (Deloitte guy I guess) The whole place was gold.. I smiled in my dream and said thank you God. #BBNaija #NengiTillFinale #NengiForTheMoney		"159Retweets
1.1KTwitter Likes
100Twitter Followers"
Twitter	Akanni Of Lagos 	published on 09/14/20 at 9:16 PM	http://twitter.com/2muchAkanni/status/1305676755139690502	If you’re an ICON and you live around these places Taki, Under G, Adenike, Seminary, Isale Ora, Lauctech in OGBOMOSO. Kindly send a DM to @funnydafidioba Now! Time no dey. Next tomorrow is Thursday. Crash Deloitte! #VOTELayconToFinal #BBNaija		"290Retweets
899Twitter Likes
15KTwitter Followers"
Twitter	Ikuku 1 of Igbo Land |•|	published on 09/15/20 at 4:56 AM	http://twitter.com/Lordbenson6/status/1305792499483582464	ICons, Our President @itsLaycon have called and we must answer. Our target is simple Just Crash Deloitte. Nothing more, Nothing less. #BBNaija #VOTELayconToFinal #AllVotesForLaycon pic.twitter.com/lbBFMO4YZ5	http://twitter.com/Lordbenson6/status/1305792499483582464	"213Retweets
937Twitter Likes
1.1KTwitter Followers"
Twitter	iCONic SNOWLOVE	published on 09/04/20 at 4:35 AM	http://twitter.com/RealSnowlove/status/1301801067148185602	This isn’t funny...Like we are talking about millions of hard earned Naira... Funny thing is it’s only iCONs that are complaining @Deloitte @BBNaija @africamagictv #DeloitteWhereAreOurVotes #BBNaija #Layconsgame pic.twitter.com/ylMAq7KiYp	http://twitter.com/RealSnowlove/status/1301801067148185602	"315Retweets
809Twitter Likes
7KTwitter Followers"
Twitter	Akanni Of Lagos 	published on 09/17/20 at 6:10 AM	http://twitter.com/2muchAkanni/status/1306535924252246020	ICONs in KANO State. If you live in Sabo Geri, Kuntau, Airport Road, Yoruba Road, Jaaba, Hadeja, Ahmadu Bello Way and all. Kindly send a DM to John @johhny61957571 Now! Very urgent! Crash Deloitte! #LayconGoingNowhere		"259Retweets
810Twitter Likes
16.3KTwitter Followers"
